,ResponseId,LocationLatitude,LocationLongitude,Sex,Age,EDuc,Etnia,Q69,Q70,Identity Fusion_1,Identity Fusion_2,Identity Fusion_3,Identity Fusion_4,Identity Fusion_5,Identity Fusion_6,Identity Fusion_7,Region,IdPol,IdPol_2_TEXT,IdF_1,IdF_2,IdF_3,IdF_4,IdF_5,IdF_6,IdF_7,OriPol_1,IdPolUribe_1,IdPolUribe_2,IdPolUribe_3,IdPolUribe_4,IdPolUribe_5,IdPolUribe_6,IdPolUribe_7,IdPolUribe_8,Control_1,Control_2,CollUnc_1,CollUnc_2,CollUnc_3,CollUnc_4,SRW_1,SRW_2,SRW_3,Q74_1,Q74_2,Q74_3,Q71_1,Q71_2,Q71_3,Q75_1,Q75_2,Q75_3,Q73_1,Q73_2,InterGroup_1,Q37_1,Intragroup_1,Q38_1,InterGcontact_1,InterGcontact_2,InterGcontact_3,InterGcontact_4,InterGcontact_5,InterGcontact_6,InterGcontact_7,InterGContacPetrist_1,InterGContacPetrist_2,InterGContacPetrist_3,InterGContacPetrist_4,InterGContacPetrist_5,InterGContacPetrist_6,InterGContacUribi_1,InterGContacUribi_2,InterGContacUribi_3,InterGContacUribi_4,InterGContacUribi_5,InterGContacUribi_6,OutGEmpUribis_1,OutGEmpUribis_2,OutGEmpUribis_3,EmpUribist_1,EmpUribist_2,EmpUribist_3,ConspiracyUribi_1,ConspiracyUribi_2,ConspiracyUribi_3,ConspiracyUribi_4,ConspiracyPetrist_1,ConspiracyPetrist_2,ConspiracyPetrist_3,ConspiracyPetrist_4,NormSoc_1,NormSoc_2,NormSoc_3,NormSoc_4,NormSoc_5,Salment_1,Salment_2,Salment_3,Salment_4,Salment_5,Salment_6,Salment_7,SatVida_1,SatVida_2,SatVida_3,SatVida_4,SatVida_5,O-C-Test_1,O-C-Test2_1,O-C-T3_1,O-C-T4_1,O-C-T5_1,Q52_1,Q53_1,Q54_1,Q55_1,Q56_1,ActRadic_1,ActRadic_2,ActRadic_3,Q76_1,Q76_2,Q76_3,Q72_1,Q72_2,Q72_3,Q72_4,Q78_1,Q78_2,Q78_3,Q78_4,Deshum_1,Deshum_2,Deshum_3,Q63,Q64,Q64_5_TEXT,Q78
1166,R_1Ioum53kaZfME0T,6.2529,-75.5646,Una mujer,45.0,Técnico o Tecnológico,Ninguna,CALI,VALLE DEL CAUCA,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Valluno,"Otro, ¿Cuál?",Ninguna,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,De acuerdo,.Centro,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Algo de acuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Un poco en desacuerdo,Un poco en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco en desacuerdo,Completamente de acuerdo,Un poco en desacuerdo,Un poco de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,,,,,Nunca,Nunca,Nunca,Siempre,Nunca,Nunca,Siempre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde moderadamente con mis sentimientos,No corresponden para nada con mis sentimientos,Completamente de acuerdo,De acuerdo,Completamente de acuerdo,De acuerdo,De acuerdo,Entre 1 y 3 horas al día,Un poco,Un poco,Siempre,Mucho control,Nada,Nada,Nada,Algunas veces,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,,,,No voté,No votaría,,JavCali(00008909547)
1168,R_614JpHWG7ZsCUCx,6.2529,-75.5646,Una mujer,47.0,Técnico o Tecnológico,Ninguna,CALI,VALLE DEL CAUCA,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Valluno,Uribista y/o de derecha,,De acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Extrema derecha,Completamente de acuerdo,Algo de acuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,En desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,De acuerdo,Completamente de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Con algunas,,Con bastantes,,Rara vez,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,,,,,,,Casi siempre,Siempre,Casi siempre,Casi nunca,Casi nunca,Nunca,Completamente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,Completamente de acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,50,70,100,100,50,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Completamente de acuerdo,Completamente de acuerdo,De acuerdo,Completamente de acuerdo,De acuerdo,Nada,Nada,Nada,Siempre,Mucho control,Nada,Nada,Nada,Siempre,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Para nada de acuerdo,100,,,Rodolfo Hernández,Federico (Fico) Gutierrez,,00008909547
1169,R_3QupPwIOx7icuGg,3.4129,-76.5191,Una mujer,45.0,Posgrado,Ninguna,CALI,VALLE DEL CAUCA,Algo de acuerdo,,De acuerdo,Algo en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Valluno,Sólo de derecha,,Ni de acuerdo ni en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,.Centro,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,En desacuerdo,Sí,.,Un poco de acuerdo,Un poco de acuerdo,Completamente de acuerdo,Un poco de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Completamente de acuerdo,Completamente en desacuerdo,Un poco de acuerdo,De acuerdo,De acuerdo,Un poco en desacuerdo,En desacuerdo,Un poco de acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco en desacuerdo,Con varias,,Con muchas,,Rara vez,Casi siempre,Nunca,Frecuentemente,Casi nunca,Casi nunca,Casi nunca,,,,,,,Casi nunca,Nunca,Algunas veces,Casi nunca,Casi nunca,Nunca,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,,,,Completamente en desacuerdo,De acuerdo,Completamente de acuerdo,De acuerdo,,,,,57,78,71,75,40,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde moderadamente con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,En desacuerdo,Un poco en desacuerdo,Un poco en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Nada,Nada,Nada,La mayor parte del tiempo,Completo control,Cerca de 1 hora al día,Un poco,Un poco,Siempre,Mucho control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Moderadamente de acuerdo,Para nada de acuerdo,De acuerdo,Moderadamente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Moderadamente de acuerdo,Un poco en desacuerdo,Para nada de acuerdo,4,41,80,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,00008909547-JAVCALI
1170,R_7rW5ejkDIuYy8c9,,,Una mujer,32.0,Secundaria,Blanco,CALI,VALLE DEL CAUCA,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De otra región. Cuàl?,"Otro, ¿Cuál?",Ninguno,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Un poco de acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,R_7Kr3I0tBIV6bzcW,6.2529,-75.5646,Un hombre,54.0,Técnico o Tecnológico,Mestizo,CALI,VALLE DEL CAUCA,Algo en desacuerdo,Fuertemente de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Valluno,Sólo de derecha,,De acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,.,Algo de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,De acuerdo,De acuerdo,Un poco de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Completamente de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Con muy pocas,,Con muy pocas,,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,,,,,,,Casi nunca,Nunca,Nunca,Nunca,Nunca,Nunca,En desacuerdo,Un poco de acuerdo,Un poco en desacuerdo,,,,Un poco en desacuerdo,Un poco de acuerdo,En desacuerdo,Un poco de acuerdo,,,,,71,79,82,79,89,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde algo con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Nada,Nada,Nada,Siempre,Completo control,Nada,Nada,Nada,Siempre,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,De acuerdo,De acuerdo,De acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Para nada de acuerdo,49,32,69,Rodolfo Hernández,Sergio Fajardo,,
1173,R_12YujJ4hvmvnkFV,3.4129,-76.5191,Una mujer,52.0,Universitario,Mestizo,CALI,VALLE DEL CAUCA,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Valluno,Uribista y/o de derecha,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,.,Completamente de acuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Fuertemente en desacuerdo,En desacuerdo,Fuertemente en desacuerdo,Sí,Sí,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Un poco en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Con algunas,,Con muchísimas,,Algunas veces,Rara vez,Rara vez,Casi siempre,Algunas veces,Nunca,Frecuentemente,,,,,,,Algunas veces,Algunas veces,Algunas veces,Rara vez,Algunas veces,Rara vez,Ni de acuerdo ni en desacuerdo,Un poco en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,,70,60,60,70,70,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde algo con mis sentimientos,No corresponden para nada con mis sentimientos,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Más de 8 horas al dia,"Un poco, pero es manejable","Moderadamente, pero es manejable",Rara vez. Algunas veces me ganan.,Algo de control,Entre 1 y 3 horas al día,"Un poco, pero es manejable","Moderadamente, pero es manejable",La mayor parte del tiempo,Algo de control,Un poco en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Moderadamente de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,100,20,42,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,JaveCali8958190
1175,R_7qh4h1N3VsZv3PB,3.2602,-76.529,Una mujer,44.0,Posgrado,Mestizo,CALI,VALLE DEL CAUCA,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Valluno,Sólo de derecha,,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Extrema derecha,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,Un poco en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,De acuerdo,Un poco de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Un poco de acuerdo,Con muy pocas,,Con varias,,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,,,,,,,Nunca,Nunca,Rara vez,Frecuentemente,Casi siempre,Frecuentemente,Un poco en desacuerdo,Un poco en desacuerdo,Un poco en desacuerdo,,,,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,,,,,,0,,,,Corresponde algo con mis sentimientos,Corresponden completamente con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde algo con mis sentimientos,No corresponden para nada con mis sentimientos,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Nada,Nada,Nada,Siempre,Completo control,Nada,Nada,Nada,Siempre,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,0,,,Rodolfo Hernández,Rodolfo Hernández,,00008909547
1178,R_7m1nNPNhRYh0tQB,3.4129,-76.5191,Una mujer,49.0,Universitario,Mestizo,CALI,VALLE DEL CAUCA,Fuertemente de acuerdo,De acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Valluno,Uribista y/o de derecha,,Completamente de acuerdo,De acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Extrema derecha,Completamente de acuerdo,Completamente de acuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Completamente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Completamente de acuerdo,Con ninguna,,Con muchísimas,,Algunas veces,Rara vez,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,,,,,,,Casi nunca,Nunca,Nunca,Algunas veces,Algunas veces,Algunas veces,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,Completamente de acuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco de acuerdo,,,,,100,100,100,100,100,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,Un poco de acuerdo,De acuerdo,De acuerdo,De acuerdo,Nada,Nada,Nada,Algunas veces,Completo control,Nada,Nada,Nada,Algunas veces,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,En desacuerdo,Para nada de acuerdo,Un poco en desacuerdo,De acuerdo,De acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,100,3,100,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,
1179,R_6EuTg52SBOtuoxi,3.4129,-76.5191,Un hombre,39.0,Posgrado,Mestizo,CALI,VALLE DEL CAUCA,Algo de acuerdo,Algo de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Algo de acuerdo,Valluno,"Otro, ¿Cuál?",Centro,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,.Centro,Fuertemente en desacuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Un poco de acuerdo,Un poco de acuerdo,Un poco en desacuerdo,Un poco en desacuerdo,En desacuerdo,Un poco de acuerdo,En desacuerdo,De acuerdo,Completamente en desacuerdo,De acuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco en desacuerdo,En desacuerdo,De acuerdo,Un poco de acuerdo,Un poco en desacuerdo,En desacuerdo,,,,,Rara vez,Nunca,Nunca,Rara vez,Nunca,Nunca,Nunca,,,,,,,,,,,,,,,,,,,,,,,,,,,70,50,63,43,58,Corresponde muy poco con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde moderadamente con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,Un poco de acuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,Cerca de 1 hora al día,Un poco,Nada,Algunas veces,Mucho control,Nada,Nada,Nada,Siempre,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Un poco en desacuerdo,Un poco en desacuerdo,Ni de acuerdo ni en desacuerdo,Moderadamente de acuerdo,Un poco en desacuerdo,Un poco en desacuerdo,Moderadamente de acuerdo,Para nada de acuerdo,70,70,90,Sergio Fajardo,Sergio Fajardo,,
1180,R_5WwIuaILJliiEXO,25.9436,-80.2264,Una mujer,49.0,Universitario,Blanco,CALI,VALLE DEL CAUCA,De acuerdo,De acuerdo,Fuertemente de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Valluno,"Otro, ¿Cuál?",Ninguno,Algo de acuerdo,Fuertemente en desacurdo,Fuertemente en desacurdo,Fuertemente en desacurdo,Algo de acuerdo,En desacuerdo,De acuerdo,.,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,,,Completamente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,En desacuerdo,Completamente de acuerdo,,,,,Siempre,Siempre,Siempre,Siempre,Casi siempre,Siempre,Siempre,,,,,,,,,,,,,,,,,,,,,,,,,,,76,91,62,22,39,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,En desacuerdo,Un poco en desacuerdo,Completamente en desacuerdo,De acuerdo,Un poco en desacuerdo,Nada,Nada,Nada,Rara vez. Algunas veces me ganan.,Mucho control,Entre 1 y 3 horas al día,Un poco,"Moderadamente, pero es manejable",La mayor parte del tiempo,Mucho control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Moderadamente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Para nada de acuerdo,18,,62,No voté,No votaría,,
1181,R_3NKz4ZWTjdkluwh,,,Un hombre,42.0,Universitario,Mestizo,CALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,R_1PvmJUV8DoZ7nFO,,,Una mujer,30.0,Universitario,Blanco,CALI,VALLE DEL CAUCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,R_5O1CidFN9dTuH7N,,,Un hombre,30.0,Posgrado,Ninguna,CALI,VALLE DEL CAUCA,Fuertemente de acuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Valluno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,R_3jVMlErmMOSj7sl,,,Un hombre,30.0,Posgrado,Ninguna,CALI,VALLE DEL CAUCA,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Valluno,Sólo de izquierda,,Completamente de acuerdo,Fuertemente en desacurdo,Fuertemente en desacurdo,Fuertemente en desacurdo,Fuertemente en desacurdo,Fuertemente en desacurdo,Fuertemente en desacurdo,Extrema Izquierda,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Completamente de acuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Completamente en desacuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
